start,end,type,city,activity
Trinidad,La Canchanchara,HAS_RESTAURANT,,
Trinidad,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti,HAS_ACTIVITY,,
Trinidad,Trinidad gezisi ve La Canchanchara Bar ziyareti,HAS_ACTIVITY,,
Trinidad,Vinales tütün tarlaları ve çiftlik ziyareti,HAS_ACTIVITY,,
Tulum,Casa Montejo ziyareti,HAS_ACTIVITY,,
Tulum,Chichen-Itza arkeolojik alanı ziyareti,HAS_ACTIVITY,,
Tulum,Coyoacan köyü ziyareti,HAS_ACTIVITY,,
Tulum,Frida Kahlo Müzesi ziyareti,HAS_ACTIVITY,,
Tulum,Hotel Rosas,HAS_HOTEL,,
Tulum,Mexico City şehir turu,HAS_ACTIVITY,,
Tulum,Mérida şehir turu,HAS_ACTIVITY,,
Tulum,San Ildefonso Katedrali ziyareti,HAS_ACTIVITY,,
Tulum,Ulusal Saray ve Diego Rivera duvar resimleri ziyareti,HAS_ACTIVITY,,
Tulum,Xochimilco yüzen bahçeleri gezisi,HAS_ACTIVITY,,
Tulum,Yucatan Valilik Sarayı duvar resimleri ziyareti,HAS_ACTIVITY,,
Tulum,Zócalo ve Metropolitan Katedrali ziyareti,HAS_ACTIVITY,,
URGUP,BALLOON RIDE,HAS_ACTIVITY,,
URGUP,GOREME CAVE HOTEL,HAS_HOTEL,,
URGUP,GOREME OPEN AIR MUSEUM,HAS_ACTIVITY,,
URGUP,MEZE HOUSE,HAS_RESTAURANT,,
URGUP,SUNRISE VIEWPOINT,HAS_ACTIVITY,,
USA Gezisi - Selen Zorlu,ABD,HAS_HIGHLIGHT,,
USA Gezisi - Selen Zorlu,Alışveriş,HAS_HIGHLIGHT,,
USA Gezisi - Selen Zorlu,Amerika Birleşik Devletleri,HAS_COUNTRY,,
USA Gezisi - Selen Zorlu,Central Park,HAS_HIGHLIGHT,,
USA Gezisi - Selen Zorlu,Kültür,HAS_HIGHLIGHT,,
USA Gezisi - Selen Zorlu,"Londra – New York uçuşu (BA175, British Airways)",HAS_TRANSPORT,,
USA Gezisi - Selen Zorlu,New York,HAS_CITY,,
USA Gezisi - Selen Zorlu,New York,HAS_HIGHLIGHT,,
USA Gezisi - Selen Zorlu,New York havalimanı – otel transferi,HAS_TRANSPORT,,
Udaipur,Amber Fort,HAS_ACTIVITY,,
Udaipur,Amber Kalesi ziyareti,HAS_ACTIVITY,,
Udaipur,Bishnoi köyü safari gezisi,HAS_ACTIVITY,,
Udaipur,Brijrama Palace,HAS_HOTEL,,
Udaipur,Bukhara - ITC Maurya Hotel,HAS_RESTAURANT,,
Udaipur,Bundi Palace ve Chitra Shala gezisi,HAS_ACTIVITY,,
Udaipur,Chandni Chowk,HAS_ACTIVITY,,
Udaipur,City Palace - Jaipur,HAS_ACTIVITY,,
Udaipur,City Palace - Udaipur,HAS_ACTIVITY,,
Udaipur,City Palace Özel Akşam Yemeği,HAS_RESTAURANT,,
Udaipur,Crystal Gallery,HAS_ACTIVITY,,
Udaipur,Cumhurbaşkanlığı Sarayı,HAS_ACTIVITY,,
Udaipur,Delhi şehir turu,HAS_ACTIVITY,,
Udaipur,Elephanta Adası ve Trimurti heykeli ziyareti,HAS_ACTIVITY,,
Udaipur,Ganj Nehri Aarti Töreni,HAS_ACTIVITY,,
Udaipur,Hawa Mahal,HAS_ACTIVITY,,
Udaipur,Hindistan Kapısı,HAS_ACTIVITY,,
Udaipur,Humayun’un Mezarı,HAS_ACTIVITY,,
Udaipur,Humayun’un Türbesi ziyareti,HAS_ACTIVITY,,
Udaipur,Jaipur Amber Kalesi ziyareti,HAS_ACTIVITY,,
Udaipur,Jaipur City Palace gezisi,HAS_ACTIVITY,,
Udaipur,Jaipur City Palace ziyareti,HAS_ACTIVITY,,
Udaipur,Jaipur şehir turu,HAS_ACTIVITY,,
Udaipur,Jama Mescidi,HAS_ACTIVITY,,
Udaipur,Jantar Mantar,HAS_ACTIVITY,,
Udaipur,Jodhpur Mehrangarh Kalesi gezisi,HAS_ACTIVITY,,
Udaipur,Jodhpur Mehrangarh Kalesi ziyareti,HAS_ACTIVITY,,
Udaipur,Kashi Vishwanath Tapınağı,HAS_ACTIVITY,,
Udaipur,Laxmi Narayan Tapınağı,HAS_ACTIVITY,,
Udaipur,Mewar Terrace,HAS_RESTAURANT,,
Udaipur,Mumbai şehir turu,HAS_ACTIVITY,,
Udaipur,Muson Sarayı,HAS_ACTIVITY,,
Udaipur,Neelkamal Restaurant,HAS_RESTAURANT,,
Udaipur,Pichola Gölü,HAS_ACTIVITY,,
Udaipur,Rambagh Palace,HAS_HOTEL,,
Udaipur,Ranakpur Jain Tapınakları ziyareti,HAS_ACTIVITY,,
Udaipur,Ranthambore Milli Parkı’nda jeep safari,HAS_ACTIVITY,,
Udaipur,Sarnath,HAS_ACTIVITY,,
Udaipur,Spice Route,HAS_RESTAURANT,,
Udaipur,Taj Lake Palace,HAS_HOTEL,,
Udaipur,Udaipur City Palace ve göl çevresi gezisi,HAS_ACTIVITY,,
Udaipur,Udaipur City Palace ziyareti,HAS_ACTIVITY,,
Udaipur,Udaipur göl gezileri ve saray ziyareti,HAS_ACTIVITY,,
Udaipur,Udaipur göl gezisi,HAS_ACTIVITY,,
Udaipur,Udayan Terrace,HAS_RESTAURANT,,
Udaipur,Varanasi’de Ganj Nehri kıyısında Aarti töreni,HAS_ACTIVITY,,
Urla,Artemis Restaurant ve Şarapevi,HAS_RESTAURANT,,
Urla,Aziz John Baptist Kilisesi,HAS_ACTIVITY,,
Urla,Güllü Konak,HAS_HOTEL,,
Urla,Hodri Meydan Kulesi,HAS_ACTIVITY,,
Urla,Key Museum,HAS_ACTIVITY,,
Urla,Malgaca Pazarı,HAS_ACTIVITY,,
Urla,Necati Cumali Anı Evi,HAS_ACTIVITY,,
Urla,Nesin Matematik Köyü,HAS_ACTIVITY,,
Urla,Tanju Okan Parkı,HAS_ACTIVITY,,
Urla,Urla Sanat Sokağı,HAS_ACTIVITY,,
Urla,Yengeç Restoran - Urla İskele,HAS_RESTAURANT,,
Urla,Yorgo Seferis’in doğduğu ev,HAS_ACTIVITY,,
Urla,Şarap Mahzenleri,HAS_ACTIVITY,,
Urla,Şirince Çarşısı,HAS_ACTIVITY,,
Ushuaia,Beagle Kanalı - Ushuaia,HAS_ACTIVITY,,
Ushuaia,Peninsula Valdes - Puerto Madryn,HAS_ACTIVITY,,
Ushuaia,Tango Gösterisi - Buenos Aires,HAS_ACTIVITY,,
Ushuaia,Tango House,HAS_RESTAURANT,,
Ushuaia,Tierra del Fuego Milli Parkı - Ushuaia,HAS_ACTIVITY,,
VENEDİK & MİLANO TURU 08 – 12,Milano,HAS_CITY,,
VENEDİK & MİLANO TURU 08 – 12,Venedik,HAS_CITY,,
VENEDİK & MİLANO TURU 08 – 12,İtalya,HAS_COUNTRY,,
VENICE,COLOSSEUM,HAS_ACTIVITY,,
VENICE,FORUM INN,HAS_HOTEL,,
VENICE,ST. MARK'S SQUARE,HAS_ACTIVITY,,
VENICE,TRATTORIA ROMANA,HAS_RESTAURANT,,
VENICE,VENICE SUITES,HAS_HOTEL,,
Valletta,Etna Yanardağı gezisi,HAS_ACTIVITY,,
Valletta,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,HAS_HOTEL,,
Valletta,Mdina şehir turu,HAS_ACTIVITY,,
Valletta,Modica ve Ragusa turları,HAS_ACTIVITY,,
Valletta,Osteria Rosso Divino (Taormina),HAS_RESTAURANT,,
Valletta,Regina Lucia Ristorante (Siracusa),HAS_RESTAURANT,,
Valletta,Savoca köyü gezisi,HAS_ACTIVITY,,
Valletta,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",HAS_ACTIVITY,,
Valletta,Siracusa ve Noto ziyaretleri,HAS_ACTIVITY,,
Valletta,Taormina şehir turu,HAS_ACTIVITY,,
Valletta,Valletta şehir turu,HAS_ACTIVITY,,
Valletta,İstanbul – Katanya uçuşu TK 1395,HAS_ACTIVITY,,
Varanasi,Amber Fort,HAS_ACTIVITY,,
Varanasi,Brijrama Palace,HAS_HOTEL,,
Varanasi,Bukhara - ITC Maurya Hotel,HAS_RESTAURANT,,
Varanasi,Chandni Chowk,HAS_ACTIVITY,,
Varanasi,City Palace - Jaipur,HAS_ACTIVITY,,
Varanasi,City Palace - Udaipur,HAS_ACTIVITY,,
Varanasi,City Palace Özel Akşam Yemeği,HAS_RESTAURANT,,
Varanasi,Crystal Gallery,HAS_ACTIVITY,,
Varanasi,Cumhurbaşkanlığı Sarayı,HAS_ACTIVITY,,
Varanasi,Delhi şehir turu,HAS_ACTIVITY,,
Varanasi,Ganj Nehri Aarti Töreni,HAS_ACTIVITY,,
Varanasi,Hawa Mahal,HAS_ACTIVITY,,
Varanasi,Hindistan Kapısı,HAS_ACTIVITY,,
Varanasi,Humayun’un Mezarı,HAS_ACTIVITY,,
Varanasi,Jaipur şehir turu,HAS_ACTIVITY,,
Varanasi,Jama Mescidi,HAS_ACTIVITY,,
Varanasi,Jantar Mantar,HAS_ACTIVITY,,
Varanasi,Kashi Vishwanath Tapınağı,HAS_ACTIVITY,,
Varanasi,Laxmi Narayan Tapınağı,HAS_ACTIVITY,,
Varanasi,Mewar Terrace,HAS_RESTAURANT,,
Varanasi,Muson Sarayı,HAS_ACTIVITY,,
Varanasi,Neelkamal Restaurant,HAS_RESTAURANT,,
Varanasi,Pichola Gölü,HAS_ACTIVITY,,
Varanasi,Rambagh Palace,HAS_HOTEL,,
Varanasi,Sarnath,HAS_ACTIVITY,,
Varanasi,Spice Route,HAS_RESTAURANT,,
Varanasi,Taj Lake Palace,HAS_HOTEL,,
Varanasi,Udaipur göl gezileri ve saray ziyareti,HAS_ACTIVITY,,
Varanasi,Udayan Terrace,HAS_RESTAURANT,,
Varanasi,Varanasi’de Ganj Nehri kıyısında Aarti töreni,HAS_ACTIVITY,,
Venedik,Ai Weiwei sergisi,HAS_ACTIVITY,,
Venedik,Arsenale ana sergi turu,HAS_ACTIVITY,,
Venedik,Da Giacomo,HAS_RESTAURANT,,
Venedik,Galleria dell’Accademia,HAS_ACTIVITY,,
Venedik,Giardini Bienali,HAS_ACTIVITY,,
Venedik,Giardini ana sergi turu,HAS_ACTIVITY,,
Venedik,Hotel Ai Cavalieri,HAS_HOTEL,,
Venedik,Hotel Bauer Palazzo,HAS_HOTEL,,
Venedik,Il Salumaio di Montenapoleone,HAS_RESTAURANT,,
Venedik,La Caravella,HAS_RESTAURANT,,
Venedik,Osteria Enoteca San Marco,HAS_RESTAURANT,,
Venedik,Palazzo Manfrin,HAS_ACTIVITY,,
Venedik,Peggy Guggenheim Müzesi,HAS_ACTIVITY,,
Venedik,"Personal Structures, Palazzo Bembo sergisi",HAS_ACTIVITY,,
Venedik,Restaurant Terrazza Danieli,HAS_RESTAURANT,,
Venedik,Ristorante Acqua Pazza,HAS_RESTAURANT,,
Venedik,Ristorante Da Ivo,HAS_RESTAURANT,,
Venedik,Solferino Restaurant,HAS_RESTAURANT,,
Venedik,Trattoria Alla Madonna,HAS_RESTAURANT,,
Venedik,Venedik Bienali ülke pavyonları turu,HAS_ACTIVITY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Bangkok,HAS_CITY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Bangkok,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Bhaya Cruise,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Ha Long,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Ha Long (Lan Ha Bay),HAS_CITY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Ha Long Bhaya Cruise tekne yolculuğu,HAS_TRANSPORT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Hanoi,HAS_CITY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Hanoi,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Hanoi – Ha Long kara transferi,HAS_TRANSPORT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Hanoi – Saigon uçuşu,HAS_TRANSPORT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Lan Ha Bay,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,May de Cuisine,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Saigon,HAS_CITY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Saigon,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Saigon – Bangkok uçuşu,HAS_TRANSPORT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Tayland,HAS_COUNTRY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Tayland,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Vietnam,HAS_COUNTRY,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Vietnam,HAS_HIGHLIGHT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,"İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)",HAS_TRANSPORT,,
Vietnam & Bangkok Gezisi - Gökhan Mendi,Şehir içi transferler,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Angkor,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Angkor Wat,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Bangkok,HAS_CITY,,
Vietnam & Kamboçya Gezisi,"Bangkok – İstanbul uçuşu (TK 65, Türk Hava Yolları)",HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Banh Xeo,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Belmond,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Cruise,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Ha Long,HAS_CITY,,
Vietnam & Kamboçya Gezisi,Ha Long Körfezi,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Hanoi,HAS_CITY,,
Vietnam & Kamboçya Gezisi,Hanoi,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Hanoi – Ha Long deniz uçağı,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,"Hanoi – Ho Chi Minh uçuşu (VN253, Vietnam Havayolları)",HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Havalimanı ve şehir içi transferler,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Ho Chi Minh,HAS_CITY,,
Vietnam & Kamboçya Gezisi,Ho Chi Minh,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Ho Chi Minh (Saygon),HAS_CITY,,
Vietnam & Kamboçya Gezisi,Ho Chi Minh içi Vespa ve araç transferleri,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Ho Chi Minh – Phnom Penh kara/air transferi,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Ho Chi Minh – Siem Reap uçuşu (Cambodia Angkor Air K6809),HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Kamboçya,HAS_COUNTRY,,
Vietnam & Kamboçya Gezisi,Kamboçya,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Kültür,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Mekong Deltası,HAS_CITY,,
Vietnam & Kamboçya Gezisi,Mekong Deltası,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Mekong Deltası bot turu,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Mekong Deltası’nda bot ve rikşov gezileri,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Phnom Penh,HAS_CITY,,
Vietnam & Kamboçya Gezisi,Phnom Penh,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Phnom Penh – Siem Reap uçuşu,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Raffles,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Siem Reap,HAS_CITY,,
Vietnam & Kamboçya Gezisi,Siem Reap,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,"Siem Reap – Bangkok uçuşu (PG914, Bangkok Airways)",HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,Tayland,HAS_COUNTRY,,
Vietnam & Kamboçya Gezisi,Vietnam,HAS_COUNTRY,,
Vietnam & Kamboçya Gezisi,Vietnam,HAS_HIGHLIGHT,,
Vietnam & Kamboçya Gezisi,Violet Cruise – Ha Long Körfezi tekne yolculuğu,HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,"İstanbul – Hanoi uçuşu (TK 166, Türk Hava Yolları)",HAS_TRANSPORT,,
Vietnam & Kamboçya Gezisi,"İstanbul – Ho Chi Minh uçuşu (TK168, Türk Hava Yolları)",HAS_TRANSPORT,,
Vietnam Gezisi,Hanoi,HAS_CITY,,
Vietnam Gezisi,Hanoi,HAS_HIGHLIGHT,,
Vietnam Gezisi,Hanoi – Nha Trang uçuşu,HAS_TRANSPORT,,
Vietnam Gezisi,Ho Chi Minh Mozolesi,HAS_HIGHLIGHT,,
Vietnam Gezisi,Nha Trang,HAS_CITY,,
Vietnam Gezisi,Nha Trang,HAS_HIGHLIGHT,,
Vietnam Gezisi,Nha Trang – Saigon uçuşu,HAS_TRANSPORT,,
Vietnam Gezisi,Pagoda,HAS_HIGHLIGHT,,
Vietnam Gezisi,Saigon,HAS_CITY,,
Vietnam Gezisi,Saigon,HAS_HIGHLIGHT,,
Vietnam Gezisi,Vietnam,HAS_COUNTRY,,
Vietnam Gezisi,Vietnam,HAS_HIGHLIGHT,,
Vietnam Gezisi,"İstanbul – Hanoi uçuşu (TK164, Türk Hava Yolları)",HAS_TRANSPORT,,
Vietnam Gezisi,Şehir içi ve havalimanı transferleri,HAS_TRANSPORT,,
Vinales,1950’lerden kalma Amerikan arabaları ile Havana turu,HAS_ACTIVITY,,
Vinales,Che Guevara’nın evi ziyareti,HAS_ACTIVITY,,
Vinales,"Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)",HAS_ACTIVITY,,
Vinales,Devrim Müzesi ziyareti,HAS_ACTIVITY,,
Vinales,Floridita,HAS_RESTAURANT,,
Vinales,Floridita’da öğle yemeği ve daiquiri kokteyl tadımı,HAS_ACTIVITY,,
Vinales,Hamel Sokağı ziyareti,HAS_ACTIVITY,,
Vinales,"Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi",HAS_ACTIVITY,,
Vinales,Havana şehir turu,HAS_ACTIVITY,,
Vinales,"Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)",HAS_ACTIVITY,,
Vinales,Hemingway’in La Finca evi ziyareti,HAS_ACTIVITY,,
Vinales,Hotel Manzana Kempinski,HAS_HOTEL,,
Vinales,Jose Fuster’in sanat mahallesi ziyareti,HAS_ACTIVITY,,
Vinales,Küba sokaklarında klasik Amerikan arabalarıyla gezi,HAS_ACTIVITY,,
Vinales,La Canchanchara,HAS_RESTAURANT,,
Vinales,Prado Caddesi ziyareti,HAS_ACTIVITY,,
Vinales,Rancho San Vicente,HAS_RESTAURANT,,
Vinales,Rancho San Vicente restoranda öğle yemeği,HAS_ACTIVITY,,
Vinales,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti,HAS_ACTIVITY,,
Vinales,Trinidad gezisi ve La Canchanchara Bar ziyareti,HAS_ACTIVITY,,
Vinales,Vinales tütün tarlaları ve çiftlik ziyareti,HAS_ACTIVITY,,
Vinales,"Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti",HAS_ACTIVITY,,
Vittoriosa,Etna Yanardağı gezisi,HAS_ACTIVITY,,
Vittoriosa,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,HAS_HOTEL,,
Vittoriosa,Mdina şehir turu,HAS_ACTIVITY,,
Vittoriosa,Modica ve Ragusa turları,HAS_ACTIVITY,,
Vittoriosa,Osteria Rosso Divino (Taormina),HAS_RESTAURANT,,
Vittoriosa,Regina Lucia Ristorante (Siracusa),HAS_RESTAURANT,,
Vittoriosa,Savoca köyü gezisi,HAS_ACTIVITY,,
Vittoriosa,"Senglea, Vittoriosa ve Cospicua üçlü gezisi",HAS_ACTIVITY,,
Vittoriosa,Siracusa ve Noto ziyaretleri,HAS_ACTIVITY,,
Vittoriosa,Taormina şehir turu,HAS_ACTIVITY,,
Vittoriosa,Valletta şehir turu,HAS_ACTIVITY,,
Vittoriosa,İstanbul – Katanya uçuşu TK 1395,HAS_ACTIVITY,,
Volcanoes National Park,Bisate Lodge,HAS_HOTEL,,
Volcanoes National Park,Four Points by Sheraton JKIA,HAS_HOTEL,,
Volcanoes National Park,Game Drives - Masai Mara,HAS_ACTIVITY,,
Volcanoes National Park,Kigali Şehir Turu,HAS_ACTIVITY,,
Volcanoes National Park,Masai Mara Safari,HAS_ACTIVITY,,
Volcanoes National Park,Sanctuary Olonana,HAS_HOTEL,,
Volcanoes National Park,Volcanoes National Park Gorilla Trekking,HAS_ACTIVITY,,
Volvo EX90 Basın Seyahati - Los Angeles,ABD,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,Amerika Birleşik Devletleri,HAS_COUNTRY,,
Volvo EX90 Basın Seyahati - Los Angeles,Callaway Winery,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,EX90,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,Los Angeles,HAS_CITY,,
Volvo EX90 Basın Seyahati - Los Angeles,Los Angeles,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,Los Angeles Havalimanı – otel transferi,HAS_TRANSPORT,,
Volvo EX90 Basın Seyahati - Los Angeles,Newport Beach,HAS_CITY,,
Volvo EX90 Basın Seyahati - Los Angeles,Nobu,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,Pelican Hill,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,Volvo,HAS_HIGHLIGHT,,
Volvo EX90 Basın Seyahati - Los Angeles,İstanbul – Los Angeles uçuşu,HAS_TRANSPORT,,
Volvo EX90 Basın Seyahati - Los Angeles,Şehir içi transferler,HAS_TRANSPORT,,
Vézelay,Abbaye Sainte-Marie-Madeleine - Vézelay,HAS_ACTIVITY,,
Vézelay,Auberge de la Madone - Fleurie,HAS_RESTAURANT,,
Vézelay,Beaujolais Şarap Bağları - Fleurie,HAS_ACTIVITY,,
Vézelay,Beffroi Meydanı - Nuits-Saint-Georges,HAS_ACTIVITY,,
Vézelay,Benedictine Manastırı - Cluny,HAS_ACTIVITY,,
Vézelay,Colline Éternelle - Vézelay Şarap Tadımı,HAS_ACTIVITY,,
Vézelay,Domaine Rion Armelle et Bernard - Şarap Tadımı,HAS_ACTIVITY,,
Vézelay,Hospices de Beaune (Hôtel-Dieu),HAS_ACTIVITY,,
Vézelay,Hôtel-Dieu - Cluny,HAS_ACTIVITY,,
Vézelay,Musée des Beaux-Arts - Beaune,HAS_ACTIVITY,,
Vézelay,Musée des Beaux-Arts - Dijon,HAS_ACTIVITY,,
Vézelay,Musée du Vin de Bourgogne,HAS_ACTIVITY,,
Vézelay,Musée d’Art et d’Archéologie - Cluny,HAS_ACTIVITY,,
Vézelay,Notre-Dame Kilisesi - Beaune,HAS_ACTIVITY,,
Vézelay,Notre-Dame Kilisesi - Dijon,HAS_ACTIVITY,,
Vézelay,Palais des ducs de Bourgogne - Dijon,HAS_ACTIVITY,,
Vézelay,Rue de la Liberté - Dijon,HAS_ACTIVITY,,
Vézelay,Saint-Baudèle Kilisesi,HAS_ACTIVITY,,
Vézelay,Saint-Bénigne Katedrali - Dijon,HAS_ACTIVITY,,
Vézelay,Saint-Flocel Kilisesi,HAS_ACTIVITY,,
Vézelay,Saint-Martin de l’Aigue Kilisesi,HAS_ACTIVITY,,
Vézelay,Saint-Michel Kilisesi - Dijon,HAS_ACTIVITY,,
Vézelay,Saint-Philibert Kilisesi - Dijon,HAS_ACTIVITY,,
Vézelay,Sainte-Madeleine Kilisesi,HAS_ACTIVITY,,
Vézelay,Tour de Fromages - Cluny,HAS_ACTIVITY,,
Vézelay,Église Saint-Symphorien - Nuits-Saint-Georges,HAS_ACTIVITY,,
Wadi Rum,Amman şehir turu,HAS_ACTIVITY,,
Wadi Rum,Dead Sea’de konaklama ve dinlenme,HAS_ACTIVITY,,
Wadi Rum,Mount Nebo ve Madaba ziyareti,HAS_ACTIVITY,,
Wadi Rum,Petra Antik Kenti gezisi,HAS_ACTIVITY,,
Wadi Rum,Wadi Rum çöl safarisi,HAS_ACTIVITY,,
Wellington,Auckland Şehir Gezisi,HAS_ACTIVITY,,
Wellington,Blue Mountains Gezisi,HAS_ACTIVITY,,
Wellington,Flinders Chase National Park,HAS_ACTIVITY,,
Wellington,Intercontinental Hotel Wellington,HAS_HOTEL,,
Wellington,JW Marriott Gold Coast Resort & Spa,HAS_HOTEL,,
Wellington,JW Marriott Hotel Singapore South Beach,HAS_HOTEL,,
Wellington,Peppers Blue Water Resort Lake Tekapo,HAS_HOTEL,,
Wellington,Pullman Rotorua,HAS_HOTEL,,
Wellington,Queenstown Panoramik Gezisi,HAS_ACTIVITY,,
Wellington,Seal Bay Conservation Park,HAS_ACTIVITY,,
Wellington,Sydney Harbour Marriott Hotel at Circular Quay,HAS_HOTEL,,
Wellington,Sydney Harbour Tekne Turu & Havai Fişek Gösterisi,HAS_ACTIVITY,,
Wellington,Sydney Opera Binası & Harbour Bridge,HAS_ACTIVITY,,
Wellington,Te Puia Maori Dansı ve Gayzerler,HAS_ACTIVITY,,
Wellington,The Rees Hotel & Luxury Apartments,HAS_HOTEL,,
Wellington,Weta Workshop,HAS_ACTIVITY,,
Yangon,Ananda ve Gubyaukgyi tapınakları ziyareti,HAS_ACTIVITY,,
Yangon,Bagan tapınakları gezisi,HAS_ACTIVITY,,
Yangon,Belmond Road to Mandalay Cruise,HAS_HOTEL,,
Yangon,Damnoen Saduak yüzen pazar ziyareti (Bangkok),HAS_ACTIVITY,,
Yangon,Inle Gölü gezisi,HAS_ACTIVITY,,
Yangon,Lacquer ware atölyesi ziyareti,HAS_ACTIVITY,,
Yangon,Mandalay gezisi,HAS_ACTIVITY,,
Yangon,Phaung Daw Oo Pagoda ziyareti,HAS_ACTIVITY,,
Yangon,Shwedagon Pagoda ziyareti,HAS_ACTIVITY,,
Yangon,Yangon şehir turu,HAS_ACTIVITY,,
Zanzibar,Sabah ve Akşam Safarileri,HAS_ACTIVITY,,
Zanzibar,Serengeti Ulusal Parkı Safari,HAS_ACTIVITY,,
Zanzibar,Singita Lodge,HAS_HOTEL,,
Zanzibar,Singita Sasakawa Lodge,HAS_HOTEL,,
Zanzibar,Öğle Safarisi,HAS_ACTIVITY,,
Å,Henningsvær gezisi,HAS_ACTIVITY,,
Å,Kayaking özel turu,HAS_ACTIVITY,,
Å,Midnight Sun Safari,HAS_ACTIVITY,,
Å,Rehberli hiking ve çevre gezisi,HAS_ACTIVITY,,
Å,Restaurant Nyvågar,HAS_RESTAURANT,,
Å,Sea Eagle RIB Boat Safari,HAS_ACTIVITY,,
Å,Svolvær gezisi,HAS_ACTIVITY,,
Å,Å köyü gezisi,HAS_ACTIVITY,,
Ürdün Gezisi,Amman,HAS_CITY,,
Ürdün Gezisi,Amman,HAS_HIGHLIGHT,,
Ürdün Gezisi,Dead Sea,HAS_CITY,,
Ürdün Gezisi,Dead Sea,HAS_HIGHLIGHT,,
