id,name,type,date_start,date_end,price_usd,semantic_text
Miramar Sarayı - San Sebastián,Miramar Sarayı - San Sebastián,Activity,,,,
Hondarribia Eski Şehir ve Surlar,Hondarribia Eski Şehir ve Surlar,Activity,,,,
Rue Gambetta - Saint-Jean-de-Luz,Rue Gambetta - Saint-Jean-de-Luz,Activity,,,,
Place Louis XIV - Saint-Jean-de-Luz,Place Louis XIV - Saint-Jean-de-Luz,Activity,,,,
Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,Eglise Saint-Jean-Baptiste - Saint-Jean-de-Luz,Activity,,,,
Biarritz Grande Plage,Biarritz Grande Plage,Activity,,,,
Casino Municipal - Biarritz,Casino Municipal - Biarritz,Activity,,,,
Chapelle Impériale - Biarritz,Chapelle Impériale - Biarritz,Activity,,,,
Musée Asiatica - Biarritz,Musée Asiatica - Biarritz,Activity,,,,
Hotel Du Palais Biarritz - Le Sunset,Hotel Du Palais Biarritz - Le Sunset,Restaurant,,,,
İstanbul - Bilbao Uçuşu,İstanbul - Bilbao Uçuşu,Transport,,,,
Guggenheim,Guggenheim,Tag,,,,
645d8045-92e8-492e-a6cf-808eec5ec33e,Brezilya & Arjantin Gezisi,Trip,,,1000,"6-14 Nisan 2024 Brezilya & Arjantin gezisi. Rio’da Corcovado Cristo Redentor, Sugar Loaf Dağı, Santa Teresa, Tijuca Ormanı, plajlar; Iguazú’da Iguazú Şelaleleri; Buenos Aires’te Plaza de Mayo, Casa Rosada, San Telmo, La Boca, Recoleta Mezarlığı, Palermo, Tigre Delta tekne gezisi ve Modern Sanat Müzesi ziyaret ediliyor. Konaklama Park Hyatt Palacio Duhau Hotel. Restoran önerileri Rio ve Buenos Aires için verilmiş. Ulaşım: THY İstanbul-Rio, LATAM LA3290 Rio-Iguazú, Aerolineas AR1783 Iguazú-Buenos Aires."
Foz do Iguaçu,Foz do Iguaçu,City,,,,
Park Hyatt - Palacio Duhau Hotel,Park Hyatt - Palacio Duhau Hotel,Hotel,,,,
Cristo Redentor Heykeli - Corcovado,Cristo Redentor Heykeli - Corcovado,Activity,,,,
Santa Teresa Semti - Rio,Santa Teresa Semti - Rio,Activity,,,,
Museu da Chácara do Céu,Museu da Chácara do Céu,Activity,,,,
Harabeler Parkı - Rio,Harabeler Parkı - Rio,Activity,,,,
Sugar Loaf Dağı,Sugar Loaf Dağı,Activity,,,,
Tijuca Ormanı ve Vista Chinesa,Tijuca Ormanı ve Vista Chinesa,Activity,,,,
Pepe Plajı,Pepe Plajı,Activity,,,,
Sao Conrado Plajı,Sao Conrado Plajı,Activity,,,,
Leblon Plajı,Leblon Plajı,Activity,,,,
Iguazú Şelaleleri Milli Parkı,Iguazú Şelaleleri Milli Parkı,Activity,,,,
Plaza de Mayo - Buenos Aires,Plaza de Mayo - Buenos Aires,Activity,,,,
San Telmo Semti,San Telmo Semti,Activity,,,,
La Boca Semti,La Boca Semti,Activity,,,,
Tigre Delta Tekne Gezisi,Tigre Delta Tekne Gezisi,Activity,,,,
Rio Restaurant Önerileri,Rio Restaurant Önerileri,Restaurant,,,,
Buenos Aires Restaurant Önerileri,Buenos Aires Restaurant Önerileri,Restaurant,,,,
Türk Hava Yolları İstanbul - Rio Uçuşu,Türk Hava Yolları İstanbul - Rio Uçuşu,Transport,,,,
LATAM Airlines LA3290 Rio - Iguazú,LATAM Airlines LA3290 Rio - Iguazú,Transport,,,,
Aerolineas Argentinas AR1783 Iguazú - Buenos Aires,Aerolineas Argentinas AR1783 Iguazú - Buenos Aires,Transport,,,,
Cristo Redentor,Cristo Redentor,Tag,,,,
7e1d6230-74b6-4b7a-acd8-f4e0950c2f52,Burgonya Gezisi,Trip,,,1000,"20-23 Nisan 2023 Burgonya gezisi. Şehirler: Beaune, Dijon, Nuits-Saint-Georges, Vézelay, Cluny, Fleurie. Beaune’de Hospices de Beaune, kiliseler ve şarap müzeleri; Dijon’da Palais des ducs, kiliseler, katedral ve Rue de la Liberté; Nuits-Saint-Georges’da Beffroi Meydanı, Église Saint-Symphorien ve Domaine Rion şarap tadımı; Vézelay’de Abbaye Sainte-Marie-Madeleine ve Colline Éternelle şarap tadımı; Cluny’de Benedictine Manastırı, Musée d’Art et d’Archéologie, Tour de Fromages; Fleurie’de Beaujolais bağları. Restoran: Auberge de la Madone."
Beaune,Beaune,City,,,,
Digione,Digione,City,,,,
Nuits-Saint-Georges,Nuits-Saint-Georges,City,,,,
Vézelay,Vézelay,City,,,,
Cluny,Cluny,City,,,,
Fleurie,Fleurie,City,,,,
Hospices de Beaune (Hôtel-Dieu),Hospices de Beaune (Hôtel-Dieu),Activity,,,,
Saint-Martin de l’Aigue Kilisesi,Saint-Martin de l’Aigue Kilisesi,Activity,,,,
Saint-Baudèle Kilisesi,Saint-Baudèle Kilisesi,Activity,,,,
Saint-Flocel Kilisesi,Saint-Flocel Kilisesi,Activity,,,,
Notre-Dame Kilisesi - Beaune,Notre-Dame Kilisesi - Beaune,Activity,,,,
Sainte-Madeleine Kilisesi,Sainte-Madeleine Kilisesi,Activity,,,,
Musée du Vin de Bourgogne,Musée du Vin de Bourgogne,Activity,,,,
Musée des Beaux-Arts - Beaune,Musée des Beaux-Arts - Beaune,Activity,,,,
Palais des ducs de Bourgogne - Dijon,Palais des ducs de Bourgogne - Dijon,Activity,,,,
Musée des Beaux-Arts - Dijon,Musée des Beaux-Arts - Dijon,Activity,,,,
Saint-Michel Kilisesi - Dijon,Saint-Michel Kilisesi - Dijon,Activity,,,,
Saint-Philibert Kilisesi - Dijon,Saint-Philibert Kilisesi - Dijon,Activity,,,,
Notre-Dame Kilisesi - Dijon,Notre-Dame Kilisesi - Dijon,Activity,,,,
Saint-Bénigne Katedrali - Dijon,Saint-Bénigne Katedrali - Dijon,Activity,,,,
Rue de la Liberté - Dijon,Rue de la Liberté - Dijon,Activity,,,,
Beffroi Meydanı - Nuits-Saint-Georges,Beffroi Meydanı - Nuits-Saint-Georges,Activity,,,,
Église Saint-Symphorien - Nuits-Saint-Georges,Église Saint-Symphorien - Nuits-Saint-Georges,Activity,,,,
Domaine Rion Armelle et Bernard - Şarap Tadımı,Domaine Rion Armelle et Bernard - Şarap Tadımı,Activity,,,,
Abbaye Sainte-Marie-Madeleine - Vézelay,Abbaye Sainte-Marie-Madeleine - Vézelay,Activity,,,,
Colline Éternelle - Vézelay Şarap Tadımı,Colline Éternelle - Vézelay Şarap Tadımı,Activity,,,,
Benedictine Manastırı - Cluny,Benedictine Manastırı - Cluny,Activity,,,,
Musée d’Art et d’Archéologie - Cluny,Musée d’Art et d’Archéologie - Cluny,Activity,,,,
Tour de Fromages - Cluny,Tour de Fromages - Cluny,Activity,,,,
Hôtel-Dieu - Cluny,Hôtel-Dieu - Cluny,Activity,,,,
Beaujolais Şarap Bağları - Fleurie,Beaujolais Şarap Bağları - Fleurie,Activity,,,,
Auberge de la Madone - Fleurie,Auberge de la Madone - Fleurie,Restaurant,,,,
İstanbul - Lyon Uçuşu,İstanbul - Lyon Uçuşu,Transport,,,,
Burgonya,Burgonya,Tag,,,,
0cbc1ff5-8346-4e7f-9eeb-b6a872167267,San Sebastián ve Bask Bölgesi Gezisi (Can Özdemir),Trip,,,1000,"San Sebastián ve Bask bölgesi gezisi (Can Özdemir). Konaklama: Hotel de Londres y de Inglaterra, Hotel Villa Favorita, Hotel Zenit Convento San Martín. Aktiviteler: San Sebastián’da Parte Vieja, San Telmo Müzesi, Kursaal Oditoryumu, Igueldo Tepesi, La Concha Plajı; Getaria’da balıkçı köyü, plajlar, Cristóbal Balenciaga Museoa; Saint-Jean-de-Luz’da plajlar, Rue Gambetta, Place Louis XIV, Eglise Saint-Jean-Baptiste, sanat galerileri; Biarritz şehir turu; Bilbao şehir turu ve Guggenheim Müzesi. Restoranlar: Elkano (Getaria), Guggenheim Müzesi Restoranı (Bilbao)."
Getaria,Getaria,City,,,,
Hotel de Londres y de Inglaterra,Hotel de Londres y de Inglaterra,Hotel,,,,
Hotel Villa Favorita,Hotel Villa Favorita,Hotel,,,,
Hotel Zenit Convento San Martín,Hotel Zenit Convento San Martín,Hotel,,,,
Parte Vieja - San Sebastián,Parte Vieja - San Sebastián,Activity,,,,
Kursaal Oditoryumu - San Sebastián,Kursaal Oditoryumu - San Sebastián,Activity,,,,
Igueldo Tepesi - San Sebastián,Igueldo Tepesi - San Sebastián,Activity,,,,
La Bretxa Food Market - San Sebastián,La Bretxa Food Market - San Sebastián,Activity,,,,
La Concha Plajı - San Sebastián,La Concha Plajı - San Sebastián,Activity,,,,
Getaria Balıkçı Köyü,Getaria Balıkçı Köyü,Activity,,,,
Gaztetape Plajı - Getaria,Gaztetape Plajı - Getaria,Activity,,,,
Malkorbe Plajı - Getaria,Malkorbe Plajı - Getaria,Activity,,,,
Cristóbal Balenciaga Museoa - Getaria,Cristóbal Balenciaga Museoa - Getaria,Activity,,,,
Saint-Jean-de-Luz Plajları,Saint-Jean-de-Luz Plajları,Activity,,,,
Rue Mazarin - Saint-Jean-de-Luz,Rue Mazarin - Saint-Jean-de-Luz,Activity,,,,
Quai de l’Infante - Saint-Jean-de-Luz,Quai de l’Infante - Saint-Jean-de-Luz,Activity,,,,
Sanat Galerileri - Saint-Jean-de-Luz,Sanat Galerileri - Saint-Jean-de-Luz,Activity,,,,
Biarritz Şehir Turu,Biarritz Şehir Turu,Activity,,,,
Bilbao Şehir Turu,Bilbao Şehir Turu,Activity,,,,
Elkano Restoran - Getaria,Elkano Restoran - Getaria,Restaurant,,,,
Guggenheim Müzesi Restoranı - Bilbao,Guggenheim Müzesi Restoranı - Bilbao,Restaurant,,,,
Balenciaga,Balenciaga,Tag,,,,
ada72cfb-9a42-42e9-8044-2a85bdb48b49,Cape Town Gezisi,Trip,,,1000,"21-28 Ocak 2019 Cape Town gezisi. Konaklama One&Only Cape Town otelinde. Aktiviteler: Masa Dağı, V&A Waterfront, Ümit Burnu Kalesi, Belediye Binası, Bo-Kaap, Cape Point, Chapman’s Peak Drive, Hout Bay ve Seal Island, Boulders Beach penguenleri, Camps Bay plajı, Stellenbosch ve Franschhoek şarap bölgeleri, Iziko Güney Afrika Müzesi ve Planetaryum. Restoranlar: Nobu, Aubergine, Buitenverwachting, Harbour House Kalk Bay, Delaire Graff Indochine. Ulaşım: THY TK44."
One&Only Cape Town,One&Only Cape Town,Hotel,,,,
Masa Dağı (Table Mountain),Masa Dağı (Table Mountain),Activity,,,,
V&A Waterfront,V&A Waterfront,Activity,,,,
Ümit Burnu Kalesi,Ümit Burnu Kalesi,Activity,,,,
Cape Town Belediye Binası,Cape Town Belediye Binası,Activity,,,,
Bo-Kaap Mahallesi,Bo-Kaap Mahallesi,Activity,,,,
Cape Point,Cape Point,Activity,,,,
Chapman’s Peak Drive,Chapman’s Peak Drive,Activity,,,,
Hout Bay & Seal Island,Hout Bay & Seal Island,Activity,,,,
Boulders Beach - Penguenler,Boulders Beach - Penguenler,Activity,,,,
Camps Bay Plajı,Camps Bay Plajı,Activity,,,,
Stellenbosch Vadisi Şarap Bağları,Stellenbosch Vadisi Şarap Bağları,Activity,,,,
Iziko Güney Afrika Müzesi ve Planetaryum,Iziko Güney Afrika Müzesi ve Planetaryum,Activity,,,,
Nobu - One&Only Cape Town,Nobu - One&Only Cape Town,Restaurant,,,,
Aubergine Restaurant,Aubergine Restaurant,Restaurant,,,,
Buitenverwachting Restaurant,Buitenverwachting Restaurant,Restaurant,,,,
Harbour House Restaurant - Kalk Bay,Harbour House Restaurant - Kalk Bay,Restaurant,,,,
Delaire Graff Indochine Restaurant,Delaire Graff Indochine Restaurant,Restaurant,,,,
Türk Hava Yolları TK44,Türk Hava Yolları TK44,Transport,,,,
Penguenler,Penguenler,Tag,,,,
19bdeed7-1cb5-45a6-a87e-b2a5d5f7ee6a,Lapland Rovaniemi Gezisi,Trip,,,1000,"Lapland Rovaniemi gezisi. Şehir: Rovaniemi. Konaklama Arctic TreeHouse Hotel ve Santa’s Igloos Arctic Circle. Aktiviteler: Husky Safari, Snowmobile Safari, Reindeer Safari, Aurora Borealis Macerası, Santa Claus Village, Arctic TreeHouse aktiviteleri (kar bisikleti, kar ayakkabısı yürüyüşü, kicksled, kızaklı sandalye), Cam Igloo deneyimi. Restoranlar: Rakas Restaurant & Bar, MonteRosa, Gustav Kitchen & Bar, Glass Restaurant, Arctic Restaurant, Ice Restaurant, Kota Restaurant. Ulaşım: İstanbul - Rovaniemi uçuşu."
Rovaniemi,Rovaniemi,City,,,,
Finland,Finland,Country,,,,
Arctic TreeHouse Hotel,Arctic TreeHouse Hotel,Hotel,,,,
Santa’s Igloos Arctic Circle,Santa’s Igloos Arctic Circle,Hotel,,,,
Husky Safari,Husky Safari,Activity,,,,
Snowmobile Safari,Snowmobile Safari,Activity,,,,
Reindeer Safari,Reindeer Safari,Activity,,,,
Aurora Borealis Macerası,Aurora Borealis Macerası,Activity,,,,
Santa Claus Village Gezisi,Santa Claus Village Gezisi,Activity,,,,
Kar Bisikleti Turu,Kar Bisikleti Turu,Activity,,,,
Kar Ayakkabısı Yürüyüşü,Kar Ayakkabısı Yürüyüşü,Activity,,,,
Kicksled Deneyimi,Kicksled Deneyimi,Activity,,,,
Kızaklı Sandalye,Kızaklı Sandalye,Activity,,,,
Cam Igloo Deneyimi,Cam Igloo Deneyimi,Activity,,,,
Rakas Restaurant & Bar,Rakas Restaurant & Bar,Restaurant,,,,
MonteRosa Restaurant,MonteRosa Restaurant,Restaurant,,,,
Gustav Kitchen & Bar,Gustav Kitchen & Bar,Restaurant,,,,
Glass Restaurant - Santa Claus Village,Glass Restaurant - Santa Claus Village,Restaurant,,,,
Arctic Restaurant,Arctic Restaurant,Restaurant,,,,
Ice Restaurant,Ice Restaurant,Restaurant,,,,
Kota Restaurant,Kota Restaurant,Restaurant,,,,
İstanbul - Rovaniemi Uçuşu,İstanbul - Rovaniemi Uçuşu,Transport,,,,
Lapland,Lapland,Tag,,,,
Kuzey Işıkları,Kuzey Işıkları,Tag,,,,
Santa Claus Village,Santa Claus Village,Tag,,,,
Aurora,Aurora,Tag,,,,
Igloo,Igloo,Tag,,,,
cee6e863-f658-4db2-979d-914dac0a8354,Kenya & Rwanda Safari Gezisi,Trip,,,1000,"8-17 Ağustos 2024 Kenya & Rwanda gezisi. Nairobi’de kısa konaklama Four Points by Sheraton JKIA. Masai Mara’da Sanctuary Olonana lodge’da safari ve game drives. Rwanda’da Kigali turu ve Volcanoes National Park’ta Bisate Lodge konaklamasıyla goril trekking deneyimi. Ulaşım: İstanbul - Nairobi uçuşu, charter uçuş Nairobi-Masai Mara, lodge ve Kigali transferleri."
Nairobi,Nairobi,City,,,,
Maasai Mara,Maasai Mara,City,,,,
Kigali,Kigali,City,,,,
Parc national des volcans,Parc national des volcans,City,,,,
Kenya,Kenya,Country,,,,
Ruanda,Ruanda,Country,,,,
Four Points by Sheraton JKIA,Four Points by Sheraton JKIA,Hotel,,,,
Sanctuary Olonana,Sanctuary Olonana,Hotel,,,,
Bisate Lodge,Bisate Lodge,Hotel,,,,
Masai Mara Safari,Masai Mara Safari,Activity,,,,
Game Drives - Masai Mara,Game Drives - Masai Mara,Activity,,,,
Volcanoes National Park Gorilla Trekking,Volcanoes National Park Gorilla Trekking,Activity,,,,
Kigali Şehir Turu,Kigali Şehir Turu,Activity,,,,
İstanbul - Nairobi Uçuşu,İstanbul - Nairobi Uçuşu,Transport,,,,
Charter Flight Cessna Caravan 208 - Nairobi to Masai Mara,Charter Flight Cessna Caravan 208 - Nairobi to Masai Mara,Transport,,,,
Lodge Transferleri,Lodge Transferleri,Transport,,,,
Kigali Kara Transferi,Kigali Kara Transferi,Transport,,,,
Goril Trekking,Goril Trekking,Tag,,,,
Safari,Safari,Tag,,,,
586117bf-46ea-4fb6-a603-511ef8b1e9c9,Lizbon Seyahat Programı - SAHA,Trip,,,1000,"09 – 13 Kasım 2022 tarihleri arasında SAHA katılımcılarıyla Lizbon seyahati. Konaklama Bairro Alto Hotel’de. İstanbul – Lizbon uçuşu TK 1759 ile gidildi, transfer sonrası check-in ve serbest zaman planlandı. Katılımcılar: Aylin & Tamer Alkan, Mine & Cem Bahadır, Berrak & Nezih Barut, Füsun & Faruk Eczacıbaşı ve diğerleri. SAHA ekibi: Çelenk Bafra (Direktör), Zeynep Büyükbahar (Üyelik Koordinatörü), Yasemin Ülgen (Etkinlik Koordinatörü)."
Lisbon,Lisbon,City,,,,
"Bairro Alto Hotel, Praça Luís de Camões, 2 1200","Bairro Alto Hotel, Praça Luís de Camões, 2 1200",Hotel,,,,
09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759),09 Kasım 2022: İstanbul – Lizbon uçuşu (TK 1759),Activity,,,,
"09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman","09 Kasım 2022: Bairro Alto Hotel transfer, check-in ve serbest zaman",Activity,,,,
İstanbul – Lizbon uçuşu TK 1759,İstanbul – Lizbon uçuşu TK 1759,Transport,,,,
Havalimanı – Bairro Alto Hotel transfer,Havalimanı – Bairro Alto Hotel transfer,Transport,,,,
SAHA,SAHA,Tag,,,,
Sanat Programı,Sanat Programı,Tag,,,,
0fe3d5c6-903d-457a-be8c-26918aed061f,Sicilya & Malta Gezisi,Trip,,,1000,"05 – 12 Nisan 2024 Sicilya & Malta gezisi. İstanbul’dan Katanya’ya uçuş TK 1395 ile varış. Taormina’da Grand Hotel Timeo’da konaklama. Programda Taormina, Savoca, Etna, Siracusa, Noto, Modica ve Ragusa ziyaretleri; Malta tarafında Valletta, Senglea, Vittoriosa, Cospicua ve Mdina gezileri yer alıyor. Akşam yemekleri için Osteria Rosso Divino (Taormina) ve Regina Lucia Ristorante (Siracusa) öne çıkıyor."
Modica,Modica,City,,,,
La Valette,La Valette,City,,,,
L-Isla,L-Isla,City,,,,
Vittoriosa,Vittoriosa,City,,,,
Bormla,Bormla,City,,,,
L-Imdina,L-Imdina,City,,,,
Malta,Malta,Country,,,,
Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,Grand Hotel Timeo - Deluxe Sea View Junior Suite with balcony or terrace,Hotel,,,,
İstanbul – Katanya uçuşu TK 1395,İstanbul – Katanya uçuşu TK 1395,Activity,,,,
Taormina şehir turu,Taormina şehir turu,Activity,,,,
Savoca köyü gezisi,Savoca köyü gezisi,Activity,,,,
Etna Yanardağı gezisi,Etna Yanardağı gezisi,Activity,,,,
Siracusa ve Noto ziyaretleri,Siracusa ve Noto ziyaretleri,Activity,,,,
Modica ve Ragusa turları,Modica ve Ragusa turları,Activity,,,,
Valletta şehir turu,Valletta şehir turu,Activity,,,,
"Senglea, Vittoriosa ve Cospicua üçlü gezisi","Senglea, Vittoriosa ve Cospicua üçlü gezisi",Activity,,,,
Mdina şehir turu,Mdina şehir turu,Activity,,,,
Osteria Rosso Divino (Taormina),Osteria Rosso Divino (Taormina),Restaurant,,,,
Regina Lucia Ristorante (Siracusa),Regina Lucia Ristorante (Siracusa),Restaurant,,,,
Katanya – Taormina transferi,Katanya – Taormina transferi,Transport,,,,
Ada içi özel araç transferleri,Ada içi özel araç transferleri,Transport,,,,
Gastronomi,Gastronomi,Tag,,,,
268d740b-f37c-4617-9183-ee4046486dde,Vietnam & Kamboçya Gezisi,Trip,,,1000,"2-6 Mayıs 2017 Vietnam & Kamboçya gezisi. İstanbul’dan TK 166 seferiyle Hanoi’ye uçuş. Hanoi’de Sofitel Legend Metropole’de konaklama, şehir turu ve rikşov gezisi. Ha Long Körfezi’nde deniz uçağıyla Violet Cruise deneyimi, deniz ürünleri yemekleri, mağara keşfi ve balık avı. Ho Chi Minh şehir turu, Mekong Deltası’nda botla tropik geziler, yerel aile ziyareti ve nehir kenarında öğle yemeği. Cambodia Angkor Air ile Siem Reap’e geçiş, Angkor Thom ve tapınak gezileri. Phnom Penh’de el işi okulu ve çarşı ziyaretleri. Dönüş Bangkok üzerinden TK 65 ile İstanbul."
Hanoi,Hanoi,City,,,,
Ha Long,Ha Long,City,,,,
Ho Chi Minh (Saygon),Ho Chi Minh (Saygon),City,,,,
Delta del Mekong (regione),Delta del Mekong (regione),City,,,,
Siem Reap,Siem Reap,City,,,,
Phnom Penh,Phnom Penh,City,,,,
Vietnam,Vietnam,Country,,,,
Cambodge,Cambodge,Country,,,,
Sofitel Legend Metropole (Hanoi),Sofitel Legend Metropole (Hanoi),Hotel,,,,
Violet Cruise (Ha Long Körfezi),Violet Cruise (Ha Long Körfezi),Hotel,,,,
"Otel (Ho Chi Minh, ismi belirtilmemiş)","Otel (Ho Chi Minh, ismi belirtilmemiş)",Hotel,,,,
"Otel (Siem Reap, ismi belirtilmemiş)","Otel (Siem Reap, ismi belirtilmemiş)",Hotel,,,,
"Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı","Hanoi şehir turu: Ho Chi Minh Mozolesi, Başkanlık Sarayı, Tek Sütunlu Pagoda, Edebiyat Tapınağı",Activity,,,,
Hanoi’de pedallı taksi (rikşov) gezisi,Hanoi’de pedallı taksi (rikşov) gezisi,Activity,,,,
Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,Ha Long Körfezi’nde deniz uçağı ile ulaşım ve Violet Cruise konaklaması,Activity,,,,
"Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı","Ha Long Körfezi’nde mağara keşfi, yüzme ve balık avı",Activity,,,,
"Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu","Ho Chi Minh şehir turu: China Town, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu",Activity,,,,
"Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti","Mekong Deltası gezisi: bot turları, noodle yapımı, meyve bahçeleri, yerel aile ziyareti",Activity,,,,
"Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası","Siem Reap (Angkor) gezisi: Angkor Thom, Bayon Tapınağı, Baphuon, Kraliyet Sarayı, Fil Terası",Activity,,,,
"Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı","Phnom Penh şehir turu: Artisan D’Angkor el işi okulu, Phsar Chas çarşısı",Activity,,,,
"Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)","Yerel restoranlarda öğle yemekleri (Hanoi, Ho Chi Minh turları sırasında)",Restaurant,,,,
Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,Ha Long Violet Cruise – deniz ürünleri ve geleneksel Vietnam mutfağı,Restaurant,,,,
Mekong Deltası – nehir kenarında restoran,Mekong Deltası – nehir kenarında restoran,Restaurant,,,,
Yerel aile evi – çay ve taze meyve ikramı,Yerel aile evi – çay ve taze meyve ikramı,Restaurant,,,,
"İstanbul – Hanoi uçuşu (TK 166, Türk Hava Yolları)","İstanbul – Hanoi uçuşu (TK 166, Türk Hava Yolları)",Transport,,,,
Hanoi – Ha Long deniz uçağı,Hanoi – Ha Long deniz uçağı,Transport,,,,
Violet Cruise – Ha Long Körfezi tekne yolculuğu,Violet Cruise – Ha Long Körfezi tekne yolculuğu,Transport,,,,
"Hanoi – Ho Chi Minh uçuşu (VN253, Vietnam Havayolları)","Hanoi – Ho Chi Minh uçuşu (VN253, Vietnam Havayolları)",Transport,,,,
Ho Chi Minh – Siem Reap uçuşu (Cambodia Angkor Air K6809),Ho Chi Minh – Siem Reap uçuşu (Cambodia Angkor Air K6809),Transport,,,,
"Siem Reap – Bangkok uçuşu (PG914, Bangkok Airways)","Siem Reap – Bangkok uçuşu (PG914, Bangkok Airways)",Transport,,,,
"Bangkok – İstanbul uçuşu (TK 65, Türk Hava Yolları)","Bangkok – İstanbul uçuşu (TK 65, Türk Hava Yolları)",Transport,,,,
Havalimanı ve şehir içi transferler,Havalimanı ve şehir içi transferler,Transport,,,,
Mekong Deltası’nda bot ve rikşov gezileri,Mekong Deltası’nda bot ve rikşov gezileri,Transport,,,,
Ha Long Körfezi,Ha Long Körfezi,Tag,,,,
Ho Chi Minh,Ho Chi Minh,Tag,,,,
Angkor,Angkor,Tag,,,,
Kültür,Kültür,Tag,,,,
Cruise,Cruise,Tag,,,,
bfbdb9ab-282b-4d02-8762-dc0181d11067,Kenya Safari Gezisi - Şule Zorlu,Trip,,,1000,12 – 19 Aralık 2023 Kenya gezisi. Qatar Airways uçuşları ile Nairobi’ye varış. Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı. Masai Mara’da Sala’s Camp ve Sanctuary Olonana konaklamalarıyla safari ve game drive deneyimleri. The Retreat’te kısa süreli kullanım ve yemekler programa dahil.
Giraffe Manor,Giraffe Manor,Hotel,,,,
Sala’s Camp,Sala’s Camp,Hotel,,,,
The Retreat (günübirlik kullanım),The Retreat (günübirlik kullanım),Hotel,,,,
Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı,Giraffe Manor’da zürafalarla kahvaltı ve ikindi çayı,Activity,,,,
Masai Mara’da safari ve game drive aktiviteleri,Masai Mara’da safari ve game drive aktiviteleri,Activity,,,,
Sala’s Camp konaklamasında vahşi yaşam deneyimleri,Sala’s Camp konaklamasında vahşi yaşam deneyimleri,Activity,,,,
Sanctuary Olonana’da doğa aktiviteleri ve safari,Sanctuary Olonana’da doğa aktiviteleri ve safari,Activity,,,,
"The Retreat (kahvaltı, öğle yemeği)","The Retreat (kahvaltı, öğle yemeği)",Restaurant,,,,
Giraffe Manor (kahvaltı & ikindi çayı),Giraffe Manor (kahvaltı & ikindi çayı),Restaurant,,,,
"İstanbul – Doha uçuşu (QR 246, Qatar Airways)","İstanbul – Doha uçuşu (QR 246, Qatar Airways)",Transport,,,,
"Doha – Nairobi uçuşu (QR 1335, Qatar Airways)","Doha – Nairobi uçuşu (QR 1335, Qatar Airways)",Transport,,,,
Nairobi Havalimanı – Giraffe Manor transferi,Nairobi Havalimanı – Giraffe Manor transferi,Transport,,,,
Nairobi – Masai Mara lodge transferleri,Nairobi – Masai Mara lodge transferleri,Transport,,,,
Game Drive,Game Drive,Tag,,,,
57a6bc70-aa04-49ec-bf1d-2483e6ab5100,"İtalya Gezisi - Bologna, Floransa, Toskana & Forte dei Marmi",Trip,,,1000,"02 – 07 Mayıs 2022 İtalya gezisi. İstanbul’dan TK1321 ile Bologna’ya varış. Ferrari ve Lamborghini müzeleri, balsamik sirke ve Parmesan tadımları, Floransa’da şehir turu, Toskana şarap bağları ve Forte dei Marmi sahil tatili programın öne çıkanları."
Forte dei Marmi,Forte dei Marmi,City,,,,
Ferrari Müzesi ziyareti ve test sürüşü,Ferrari Müzesi ziyareti ve test sürüşü,Activity,,,,
Balsamik sirke tadımı ve üretici ziyareti,Balsamik sirke tadımı ve üretici ziyareti,Activity,,,,
Parmesan peyniri tadımı,Parmesan peyniri tadımı,Activity,,,,
Lamborghini Müzesi gezisi,Lamborghini Müzesi gezisi,Activity,,,,
Floransa şehir turu (Piazza Della Signoria ve diğer yapılar),Floransa şehir turu (Piazza Della Signoria ve diğer yapılar),Activity,,,,
Toskana’da şarap bağları ve bölgesel geziler,Toskana’da şarap bağları ve bölgesel geziler,Activity,,,,
Forte dei Marmi sahil tatili,Forte dei Marmi sahil tatili,Activity,,,,
"İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)","İstanbul – Bologna uçuşu (TK1321, Türk Hava Yolları)",Transport,,,,
Bologna – şehir içi transferler,Bologna – şehir içi transferler,Transport,,,,
Toskana ve Floransa içi kara transferleri,Toskana ve Floransa içi kara transferleri,Transport,,,,
Ferrari,Ferrari,Tag,,,,
Lamborghini,Lamborghini,Tag,,,,
