start,type,end
Floransa,HAS_ACTIVITY,Floransa şehir turu (Piazza Della Signoria ve diğer yapılar)
Toskana,HAS_ACTIVITY,Toskana’da şarap bağları ve bölgesel geziler
Forte dei Marmi,HAS_ACTIVITY,Forte dei Marmi sahil tatili
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_COUNTRY,Çekya
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_CITY,Prag
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_CITY,Karlovy Vary
"Prag, Karlovy Vary & Cesky Krumlov Gezisi - Beril Miskavi",HAS_CITY,Cesky Krumlov
Prag,HAS_ACTIVITY,"Prag şehir turu: Prag Kalesi, St. Vitus Bazilikası, Altın Yol"
Karlovy Vary,HAS_ACTIVITY,Karlovy Vary gezisi
Cesky Krumlov,HAS_ACTIVITY,Cesky Krumlov şehir turu
Prag,HAS_RESTAURANT,"Kampa Park Restaurant (Na Kampě 8b, Prag)"
Endülüs Gezisi - Berrin Zorlu,HAS_COUNTRY,İspanya
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Malaga
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Ronda
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Granada
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Cordoba
Endülüs Gezisi - Berrin Zorlu,HAS_CITY,Sevilla
Granada,HAS_ACTIVITY,"Granada şehir merkezi turu (Realejo Mahallesi, Capilla Real, Katedral, Madraza)"
UNKNOWN,HAS_ACTIVITY,Elhamra Sarayı gezisi
Cordoba,HAS_ACTIVITY,Cordoba turu
Ronda,HAS_ACTIVITY,Ronda gezisi
Sevilla,HAS_ACTIVITY,Sevilla şehir turu
Ürdün Gezisi - Berrin Zorlu,HAS_COUNTRY,Ürdün
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Amman
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Mount Nebo
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Madaba
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Petra
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Wadi Rum
Ürdün Gezisi - Berrin Zorlu,HAS_CITY,Dead Sea
Amman,HAS_ACTIVITY,Amman şehir turu
Mount Nebo,HAS_ACTIVITY,Mount Nebo ve Madaba ziyareti
Petra,HAS_ACTIVITY,Petra Antik Kenti gezisi
Wadi Rum,HAS_ACTIVITY,Wadi Rum çöl safarisi
Dead Sea,HAS_ACTIVITY,Dead Sea’de konaklama ve dinlenme
BAE Gezisi - Fuat Pamukçu,HAS_COUNTRY,Birleşik Arap Emirlikleri
BAE Gezisi - Fuat Pamukçu,HAS_CITY,Abu Dhabi
BAE Gezisi - Fuat Pamukçu,HAS_CITY,Ras Al Khaimah
BAE Gezisi - Fuat Pamukçu,HAS_CITY,Dubai
UNKNOWN,HAS_ACTIVITY,Sunset Electric Dragon Boat Experience - Jubail Mangrove Park
Abu Dhabi,HAS_ACTIVITY,Ferrari World Abu Dhabi – Driving Experience
Abu Dhabi,HAS_ACTIVITY,"Louvre Museum, Abu Dhabi"
UNKNOWN,HAS_ACTIVITY,Çöl Safarisi
UNKNOWN,HAS_ACTIVITY,Çölde Akşam Yemeği
Dubai,HAS_ACTIVITY,Dubai Autodrome Circuit
Dubai,HAS_ACTIVITY,New Year's Eve Celebration - The Restaurant at Address Dubai Mall
Abu Dhabi,HAS_HOTEL,"The St. Regis Saadiyat Island Resort, Abu Dhabi"
Ras Al Khaimah,HAS_HOTEL,The Ritz Carlton Ras Al Khaimah
Dubai,HAS_HOTEL,"Address Dubai Mall, Dubai"
Abu Dhabi,HAS_RESTAURANT,Hakkasan Abu Dhabi
Abu Dhabi,HAS_RESTAURANT,Ula Beach RAK
Dubai,HAS_RESTAURANT,The Guild Dubai
Dubai,HAS_RESTAURANT,WHITE Beach Dubai
Dubai,HAS_RESTAURANT,Estiatorio Milos Dubai
Abu Dhabi,HAS_RESTAURANT,The MAINE Oyster Bar & Grill JBR
Abu Dhabi,HAS_RESTAURANT,La Cantine Beach
Dubai,HAS_RESTAURANT,The Restaurant at Address Dubai Mall
Peru Gezisi - Seda Soğancıoğlu,HAS_COUNTRY,Peru
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Lima
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Cusco
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Sacred Valley
Peru Gezisi - Seda Soğancıoğlu,HAS_CITY,Machu Picchu
Lima,HAS_ACTIVITY,Lima şehir turu (Plaza Mayor ve tarihi merkez)
Cusco,HAS_ACTIVITY,Cusco turu
Sacred Valley,HAS_ACTIVITY,Sacred Valley gezisi
Machu Picchu,HAS_ACTIVITY,Machu Picchu ziyareti
Lima,HAS_HOTEL,Belmond Miraflores Park (Lima)
USA Gezisi - Selen Zorlu,HAS_COUNTRY,Amerika Birleşik Devletleri
USA Gezisi - Selen Zorlu,HAS_CITY,New York
New York,HAS_ACTIVITY,Central Park ziyareti
New York,HAS_ACTIVITY,New York şehir turu (müze ve meydanlar)
New York,HAS_ACTIVITY,Kültürel ve alışveriş aktiviteleri
Hindistan Gezisi - Berrin Zorlu,HAS_COUNTRY,Hindistan
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Varanasi
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Jaipur
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Udaipur
Hindistan Gezisi - Berrin Zorlu,HAS_CITY,Delhi
Varanasi,HAS_ACTIVITY,Varanasi’de Ganj Nehri kıyısında Aarti töreni
Jaipur,HAS_ACTIVITY,Jaipur şehir turu
Udaipur,HAS_ACTIVITY,Udaipur göl gezileri ve saray ziyareti
Delhi,HAS_ACTIVITY,Delhi şehir turu
Mısır Gezisi - Hakan Ateş,HAS_COUNTRY,Mısır
Mısır Gezisi - Hakan Ateş,HAS_CITY,Kahire
Kahire,HAS_ACTIVITY,"Giza Piramitleri gezisi (Keops, Kefren, Mikerinos)"
Kahire,HAS_ACTIVITY,Sfenks ziyareti
Kahire,HAS_ACTIVITY,Kahire şehir gezisi
Provence Gezisi - Olgun Zorlu,HAS_COUNTRY,Fransa
Provence Gezisi - Olgun Zorlu,HAS_CITY,Marsilya
Provence Gezisi - Olgun Zorlu,HAS_CITY,Roussillon
Provence Gezisi - Olgun Zorlu,HAS_CITY,Gordes
Roussillon,HAS_ACTIVITY,Gordes ve Roussillon köy gezileri
UNKNOWN,HAS_ACTIVITY,Sanat atölyeleri ve butik mağazalar
UNKNOWN,HAS_ACTIVITY,Provence manzaraları ve şato ziyareti
Toskana Gezisi - Selen Zorlu,HAS_COUNTRY,İtalya
Toskana Gezisi - Selen Zorlu,HAS_CITY,Bologna
Toskana Gezisi - Selen Zorlu,HAS_CITY,San Casciano Val di Pesa
Toskana Gezisi - Selen Zorlu,HAS_CITY,Floransa
Toskana Gezisi - Selen Zorlu,HAS_CITY,Chianti
San Casciano Val di Pesa,HAS_ACTIVITY,San Casciano Val di Pesa kasabası ziyareti
Floransa,HAS_ACTIVITY,Floransa çevresinde geziler
Chianti,HAS_ACTIVITY,Chianti bölgesinde üzüm bağları ve köyler
Güney Afrika Gezisi - Tanju Kaya,HAS_COUNTRY,Güney Afrika
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Johannesburg
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Sabi Sand
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Kruger
Güney Afrika Gezisi - Tanju Kaya,HAS_CITY,Cape Town
UNKNOWN,HAS_ACTIVITY,Sabi Sabi’de sabah ve akşam safari turları
Cape Town,HAS_ACTIVITY,Cape Town V&A Waterfront gezisi
Cape Town,HAS_ACTIVITY,Cape Town şehir turu ve çevre gezileri
Johannesburg,HAS_HOTEL,Sabi Sabi Little Bush Camp
Johannesburg,HAS_HOTEL,The Table Bay
Tayland & Vietnam Gezisi,HAS_COUNTRY,Tayland
Tayland & Vietnam Gezisi,HAS_COUNTRY,Vietnam
Tayland & Vietnam Gezisi,HAS_CITY,Bangkok
Tayland & Vietnam Gezisi,HAS_CITY,Chiang Rai
Tayland & Vietnam Gezisi,HAS_CITY,Danang
Tayland & Vietnam Gezisi,HAS_CITY,Hanoi
Tayland & Vietnam Gezisi,HAS_CITY,Saigon
Bangkok,HAS_ACTIVITY,Bangkok kanal turu (Thonburi Klongs) ve Chao Phraya Nehri gezisi
Bangkok,HAS_ACTIVITY,"Bangkok şehir turu: Wat Arun, Wat Pho, Çin Mahallesi"
Chiang Rai,HAS_ACTIVITY,"Chiang Rai’de fil sürüşü, Altın Üçgen gezisi veya yemek kursu"
UNKNOWN,HAS_ACTIVITY,Tra Que Organic Village bisiklet turu
UNKNOWN,HAS_ACTIVITY,The Market Restaurant’ta Vietnam yemek kursu
Bangkok,HAS_HOTEL,"Mandarin Oriental, Bangkok"
Chiang Rai,HAS_HOTEL,"Anantara Golden Triangle, Chiang Rai"
Bangkok,HAS_RESTAURANT,The Market Restaurant (Vietnam)
Tayland & Endonezya Gezisi,HAS_COUNTRY,Tayland
Tayland & Endonezya Gezisi,HAS_COUNTRY,Endonezya
Tayland & Endonezya Gezisi,HAS_CITY,Phuket
Tayland & Endonezya Gezisi,HAS_CITY,Bangkok
Tayland & Endonezya Gezisi,HAS_CITY,Bali
Phuket,HAS_ACTIVITY,Phuket’te Big Buddha ziyareti
Phuket,HAS_ACTIVITY,Phuket Tarihi Kent Gezisi
Bangkok,HAS_ACTIVITY,Bangkok şehir turu
Bali,HAS_ACTIVITY,Bali’de tapınak ziyaretleri ve sahil aktiviteleri
Phuket,HAS_HOTEL,The Surin Phuket
Phuket,HAS_RESTAURANT,"Beach Restaurant, The Surin (Phuket)"
Tayland Gezi Önerileri,HAS_COUNTRY,Tayland
Tayland Gezi Önerileri,HAS_CITY,Bangkok
Tayland Gezi Önerileri,HAS_CITY,Phuket
Bangkok,HAS_ACTIVITY,Bangkok’ta Grand Palace & Wat Phra Kaew ziyareti
UNKNOWN,HAS_ACTIVITY,Wat Pho (Yatan Buda Tapınağı) gezisi
UNKNOWN,HAS_ACTIVITY,Wat Arun (Şafak Tapınağı) ziyareti
UNKNOWN,HAS_ACTIVITY,Thonburi Kanalları tekne turu
Phuket,HAS_ACTIVITY,Phuket ada ve sahil aktiviteleri
Toskana Gezisi - Bayram Programı,HAS_COUNTRY,İtalya
Toskana Gezisi - Bayram Programı,HAS_CITY,Bologna
Toskana Gezisi - Bayram Programı,HAS_CITY,Siena
Toskana Gezisi - Bayram Programı,HAS_CITY,Montepulciano
Toskana Gezisi - Bayram Programı,HAS_CITY,San Gimignano
Bologna,HAS_ACTIVITY,"Bologna şehir turu (Piazza Maggiore, Basilica di San Petronio, Fontana di Nettuno, Palazzo Communale)"
UNKNOWN,HAS_ACTIVITY,The Mall Firenze outlet gezisi
Siena,HAS_ACTIVITY,Siena şehir turu
Montepulciano,HAS_ACTIVITY,Montepulciano şarap bağları ve kasaba gezisi
San Gimignano,HAS_ACTIVITY,San Gimignano kasabası gezisi
Toskana Gezisi,HAS_CITY,Montepulciano
Toskana Gezisi,HAS_CITY,Pienza
Toskana Gezisi,HAS_CITY,Montalcino
Montepulciano,HAS_ACTIVITY,Montepulciano şarap bağları turu
Pienza,HAS_ACTIVITY,Pienza kasabası ziyareti
Montalcino,HAS_ACTIVITY,Montalcino’da şarap tadımı
San Gimignano,HAS_ACTIVITY,San Gimignano gezisi
Bologna,HAS_HOTEL,Borgo Santo Pietro
Toskana Bağ Bozumu Programı,HAS_COUNTRY,İtalya
Toskana Bağ Bozumu Programı,HAS_CITY,Bologna
Toskana Bağ Bozumu Programı,HAS_CITY,Chianti
Toskana Bağ Bozumu Programı,HAS_CITY,Toskana kırsalı
UNKNOWN,HAS_ACTIVITY,Bağ bozumu deneyimi
UNKNOWN,HAS_ACTIVITY,Şarap tadımları
UNKNOWN,HAS_ACTIVITY,Toskana kasabaları ve doğa gezileri
Bologna,HAS_HOTEL,COMO Castello del Nero
Bologna,HAS_HOTEL,Rosewood Castiglion del Bosco
Vietnam & Kamboçya Gezisi,HAS_CITY,Ho Chi Minh
Ho Chi Minh,HAS_ACTIVITY,"Ho Chi Minh şehir turu: Reunification Palace, War Remnants Museum, Cho Lon, Thien Hau Tapınağı, Notre Dame Katedrali, Posta Merkezi, Belediye Tiyatrosu"
UNKNOWN,HAS_ACTIVITY,Ben Thanh Pazarı ve Nguyen Hue caddelerinde alışveriş
UNKNOWN,HAS_ACTIVITY,Vespa ile gece turu ve Banh Xeo tadımı
Mekong Deltası,HAS_ACTIVITY,"Mekong Deltası bot turu, tropik meyve bahçeleri, noodle yapımı"
Phnom Penh,HAS_ACTIVITY,"Phnom Penh şehir turu: Kraliyet Sarayı, Gümüş Pagoda, Ulusal Müze"
Siem Reap,HAS_ACTIVITY,"Siem Reap’te Angkor Wat, Angkor Thom, Bayon ve Ta Prohm gezileri"
Ho Chi Minh,HAS_HOTEL,Hotel des Arts Saigon
Ho Chi Minh,HAS_HOTEL,Raffles Hotel Le Royal
Ho Chi Minh,HAS_HOTEL,Belmond La Résidence d’Angkor
Vietnam Gezisi,HAS_COUNTRY,Vietnam
Vietnam Gezisi,HAS_CITY,Hanoi
Vietnam Gezisi,HAS_CITY,Nha Trang
Vietnam Gezisi,HAS_CITY,Saigon
Hanoi,HAS_ACTIVITY,Hanoi By Night turu
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Ho Chi Minh Mozolesi, kazık ev, Tek Sütunlu Pagoda, Edebiyat Tapınağı"
Nha Trang,HAS_ACTIVITY,Nha Trang sahil tatili ve dinlenme
Saigon,HAS_ACTIVITY,Saigon şehir turu
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_COUNTRY,Vietnam
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_COUNTRY,Tayland
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Hanoi
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Ha Long (Lan Ha Bay)
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Saigon
Vietnam & Bangkok Gezisi - Gökhan Mendi,HAS_CITY,Bangkok
Hanoi,HAS_ACTIVITY,"Hanoi şehir turu: Opera Binası, Edebiyat Tapınağı, Etnoloji Müzesi, Eski Mahalle"
UNKNOWN,HAS_ACTIVITY,Westlake bölgesi turu (vintage jeep ile)
Ha Long (Lan Ha Bay),HAS_ACTIVITY,Ha Long (Lan Ha Bay) Bhaya özel tekne yolculuğu
UNKNOWN,HAS_ACTIVITY,Thien Canh Son Cave ziyareti
Bangkok,HAS_ACTIVITY,Bangkok şehir turu ve alışveriş aktiviteleri
Hanoi,HAS_HOTEL,Bhaya Cruise (Lan Ha Bay / Ha Long)
Hanoi,HAS_RESTAURANT,May de Cuisine Restaurant (Hanoi)
Volvo EX90 Basın Seyahati - Los Angeles,HAS_COUNTRY,Amerika Birleşik Devletleri
Volvo EX90 Basın Seyahati - Los Angeles,HAS_CITY,Los Angeles
Volvo EX90 Basın Seyahati - Los Angeles,HAS_CITY,Newport Beach
UNKNOWN,HAS_ACTIVITY,Volvo EX90 sunumu ve sürüş deneyimi
UNKNOWN,HAS_ACTIVITY,Callaway Winery ziyareti ve şarap tadımı
UNKNOWN,HAS_ACTIVITY,Volvo etkinlikleri
Los Angeles,HAS_HOTEL,The Resort at Pelican Hill
Los Angeles,HAS_RESTAURANT,Nobu Los Angeles
Ürdün Gezisi,HAS_COUNTRY,Ürdün
Ürdün Gezisi,HAS_CITY,Amman
Ürdün Gezisi,HAS_CITY,Mount Nebo
Ürdün Gezisi,HAS_CITY,Madaba
Ürdün Gezisi,HAS_CITY,Petra
Ürdün Gezisi,HAS_CITY,Wadi Rum
Ürdün Gezisi,HAS_CITY,Dead Sea
Marakeş 21-25 Haziran 2023,HAS_COUNTRY,Fas
Marakeş 21-25 Haziran 2023,HAS_CITY,Marrakech
Marakeş 21-25 Haziran 2023,HAS_CITY,Fes
UNKNOWN,HAS_ACTIVITY,Marakeş şehir gezisi
UNKNOWN,HAS_ACTIVITY,Yves Saint Laurent Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Jardin Majorelle Bahçeleri gezisi
Marrakech,HAS_ACTIVITY,Ali ibn Yusuf Medresesi ziyareti
Havana - Cancun 8-19 Temmuz 2022,HAS_COUNTRY,Küba
Havana - Cancun 8-19 Temmuz 2022,HAS_COUNTRY,Meksika
Havana - Cancun 8-19 Temmuz 2022,HAS_CITY,Havana
Havana - Cancun 8-19 Temmuz 2022,HAS_CITY,Vinales
Havana - Cancun 8-19 Temmuz 2022,HAS_CITY,Cancun
Havana - Cancun 8-19 Temmuz 2022,HAS_DATE_START,2022-07-08
Havana - Cancun 8-19 Temmuz 2022,HAS_DATE_END,2022-07-19
Havana - Cancun 8-19 Temmuz 2022,HAS_SEASON,Yaz
Havana,HAS_ACTIVITY,Havana şehir turu
Havana,HAS_ACTIVITY,"Havana Eski Kenti, Malecon Bulvarı, Devrim Meydanı, Colomb Mezarlığı ve Morro Kalesi gezisi"
UNKNOWN,HAS_ACTIVITY,Floridita’da öğle yemeği ve daiquiri kokteyl tadımı
UNKNOWN,HAS_ACTIVITY,Jose Fuster’in sanat mahallesi ziyareti
UNKNOWN,HAS_ACTIVITY,Hamel Sokağı ziyareti
UNKNOWN,HAS_ACTIVITY,Rancho San Vicente restoranda öğle yemeği
UNKNOWN,HAS_ACTIVITY,Devrim Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Hemingway’in La Finca evi ziyareti
UNKNOWN,HAS_ACTIVITY,Che Guevara’nın evi ziyareti
Vinales,HAS_ACTIVITY,"Vinales şehir merkezi, tütün tarlaları ve çiftlik ziyareti"
Havana,HAS_ACTIVITY,1950’lerden kalma Amerikan arabaları ile Havana turu
UNKNOWN,HAS_ACTIVITY,Prado Caddesi ziyareti
Havana,HAS_HOTEL,Hotel Manzana Kempinski
Havana,HAS_RESTAURANT,Floridita
Havana,HAS_RESTAURANT,Rancho San Vicente
Japonya 12 - 21 Ekim 2024,HAS_COUNTRY,Japonya
Japonya 12 - 21 Ekim 2024,HAS_CITY,Tokyo
Japonya 12 - 21 Ekim 2024,HAS_CITY,Hakone
Japonya 12 - 21 Ekim 2024,HAS_CITY,Kyoto
Japonya 12 - 21 Ekim 2024,HAS_CITY,Nara
Japonya 12 - 21 Ekim 2024,HAS_CITY,Kobe
Japonya 12 - 21 Ekim 2024,HAS_CITY,Osaka
Tokyo,HAS_ACTIVITY,Tokyo şehir turu
UNKNOWN,HAS_ACTIVITY,Mori Sanat Müzesi ve Sky Deck ziyareti
UNKNOWN,HAS_ACTIVITY,Ashinoko Gölü tekne turu
Hakone,HAS_ACTIVITY,Hakone Açık Hava Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Picasso Pavilion sergisi
UNKNOWN,HAS_ACTIVITY,Arashiyama bölgesi ziyareti
UNKNOWN,HAS_ACTIVITY,Todai-ji Tapınağı ziyareti
UNKNOWN,HAS_ACTIVITY,TeamLab Borderless ziyareti
Osaka,HAS_ACTIVITY,Osaka Kalesi ziyareti
Kobe,HAS_ACTIVITY,Sorakuen Bahçesi ve Kobe eski yerleşim yeri gezisi
Tokyo,HAS_HOTEL,Hotel Tokyo Deluxe Double
Kyoto,HAS_HOTEL,Garrya Nijo Castle Kyoto
Güney Afrika 14-21 Kasım 2018,HAS_COUNTRY,Güney Afrika
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Johannesburg
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Soweto
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Cape Town
Güney Afrika 14-21 Kasım 2018,HAS_CITY,Stellenbosch
Güney Afrika 14-21 Kasım 2018,HAS_DATE_START,2018-11-14
Güney Afrika 14-21 Kasım 2018,HAS_DATE_END,2018-11-21
Güney Afrika 14-21 Kasım 2018,HAS_SEASON,Sonbahar
UNKNOWN,HAS_ACTIVITY,Sabah ve akşam safarileri (Sabi Sand Game Reserve)
Soweto,HAS_ACTIVITY,Soweto gezisi ve Nelson Mandela’nın Evi ziyareti
UNKNOWN,HAS_ACTIVITY,Hector Pieterson Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Nelson Mandela Meydanı gezisi
Cape Town,HAS_ACTIVITY,Cape Town şehir turu
Stellenbosch,HAS_ACTIVITY,Stellenbosch şarap bağları gezisi
Johannesburg,HAS_HOTEL,Sabi Sabi Game Reserve Lodge
Johannesburg,HAS_HOTEL,Hotel Luxury King Mountain Room
Hindistan 2024 Maide Cebi,HAS_COUNTRY,Hindistan
Hindistan 2024 Maide Cebi,HAS_CITY,Delhi
Hindistan 2024 Maide Cebi,HAS_CITY,Jaipur
Hindistan 2024 Maide Cebi,HAS_CITY,Ranthambore
Hindistan 2024 Maide Cebi,HAS_CITY,Udaipur
Hindistan 2024 Maide Cebi,HAS_CITY,Jodhpur
Hindistan 2024 Maide Cebi,HAS_CITY,Mumbai
UNKNOWN,HAS_ACTIVITY,Humayun’un Türbesi ziyareti
Jaipur,HAS_ACTIVITY,Jaipur City Palace gezisi
Jaipur,HAS_ACTIVITY,Amber Kalesi ziyareti
Ranthambore,HAS_ACTIVITY,Ranthambore Milli Parkı’nda jeep safari
UNKNOWN,HAS_ACTIVITY,Bishnoi köyü safari gezisi
Udaipur,HAS_ACTIVITY,Udaipur City Palace ve göl çevresi gezisi
UNKNOWN,HAS_ACTIVITY,Bundi Palace ve Chitra Shala gezisi
UNKNOWN,HAS_ACTIVITY,Ranakpur Jain Tapınakları ziyareti
Jodhpur,HAS_ACTIVITY,Jodhpur Mehrangarh Kalesi gezisi
UNKNOWN,HAS_ACTIVITY,Elephanta Adası ve Trimurti heykeli ziyareti
Mumbai,HAS_ACTIVITY,Mumbai şehir turu
Küba Gezisi 2022,HAS_COUNTRY,Küba
Küba Gezisi 2022,HAS_CITY,Havana
Küba Gezisi 2022,HAS_CITY,Cienfuegos
Küba Gezisi 2022,HAS_CITY,Trinidad
Küba Gezisi 2022,HAS_CITY,Santa Clara
Küba Gezisi 2022,HAS_CITY,Vinales
Havana,HAS_ACTIVITY,"Havana şehir turu (Eski Kent, Malecon, Devrim Meydanı, Colomb Mezarlığı, Miramar)"
UNKNOWN,HAS_ACTIVITY,Küba sokaklarında klasik Amerikan arabalarıyla gezi
Cienfuegos,HAS_ACTIVITY,"Cienfuegos şehir turu (Valle Sarayı, Jose Marti Parkı, Prado Promenade)"
Trinidad,HAS_ACTIVITY,Trinidad gezisi ve La Canchanchara Bar ziyareti
Santa Clara,HAS_ACTIVITY,Santa Clara gezisi ve Che Guevara Anıt Mezarı ziyareti
Vinales,HAS_ACTIVITY,Vinales tütün tarlaları ve çiftlik ziyareti
Havana,HAS_RESTAURANT,La Canchanchara
Kolombiya - Peru 2024,HAS_COUNTRY,Kolombiya
Kolombiya - Peru 2024,HAS_COUNTRY,Peru
Kolombiya - Peru 2024,HAS_CITY,Bogotá
Kolombiya - Peru 2024,HAS_CITY,Cartagena
Kolombiya - Peru 2024,HAS_CITY,Lima
Kolombiya - Peru 2024,HAS_CITY,Cusco
Kolombiya - Peru 2024,HAS_CITY,Machu Picchu
Bogotá,HAS_ACTIVITY,Bogotá şehir turu
Cartagena,HAS_ACTIVITY,Cartagena eski şehir gezisi
Lima,HAS_ACTIVITY,Lima şehir turu
Cusco,HAS_ACTIVITY,Cusco şehir turu
Machu Picchu,HAS_ACTIVITY,Machu Picchu gezisi
Frieze London 2023,HAS_COUNTRY,İngiltere
Frieze London 2023,HAS_CITY,Londra
Londra,HAS_ACTIVITY,Frieze Sculpture Park ziyareti
Londra,HAS_ACTIVITY,Hayward Gallery ziyareti
Londra,HAS_ACTIVITY,Frieze London fuarı gezisi
Londra,HAS_HOTEL,The Biltmore Mayfair Hotel
Gamze Çuhadaroglu PROVENCE 2022,HAS_COUNTRY,Fransa
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Marsilya
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Roussillon
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Gordes
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Arles
Gamze Çuhadaroglu PROVENCE 2022,HAS_CITY,Aix-en-Provence
Roussillon,HAS_ACTIVITY,Roussillon ve Gordes gezisi
Arles,HAS_ACTIVITY,Arles şehir gezisi
Arles,HAS_ACTIVITY,Arles Luma Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Mirabeau Caddesi’nde gezinti
UNKNOWN,HAS_ACTIVITY,Château La Coste şarap evi ve bahçeleri ziyareti
Marsilya,HAS_RESTAURANT,Château La Coste
MAP Venedik Bienali 2022,HAS_COUNTRY,İtalya
MAP Venedik Bienali 2022,HAS_CITY,Venedik
Venedik,HAS_ACTIVITY,Ai Weiwei sergisi
Venedik,HAS_ACTIVITY,Giardini ana sergi turu
Venedik,HAS_ACTIVITY,Venedik Bienali ülke pavyonları turu
Venedik,HAS_ACTIVITY,Arsenale ana sergi turu
Venedik,HAS_ACTIVITY,"Personal Structures, Palazzo Bembo sergisi"
Venedik,HAS_HOTEL,Hotel Bauer Palazzo
Venedik,HAS_RESTAURANT,La Caravella
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_COUNTRY,İspanya
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_CITY,Barselona
MAP Barcelona Çağdaş Sanat Gezisi 2023,HAS_CITY,Cadaques
UNKNOWN,HAS_ACTIVITY,Barcelona şehir gezisi
UNKNOWN,HAS_ACTIVITY,MACBA - Museu d’Art Contemporani de Barcelona ziyareti
UNKNOWN,HAS_ACTIVITY,Picasso Müzesi ziyareti
Barcelona,HAS_ACTIVITY,Antoni Tàpies Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,La Casa de Salvador Dalí - Port Lligat gezisi
UNKNOWN,HAS_ACTIVITY,Caixa Forum gezisi
UNKNOWN,HAS_ACTIVITY,Poble Espanyol gezisi
UNKNOWN,HAS_ACTIVITY,Joan Miró Vakfı ziyareti
UNKNOWN,HAS_ACTIVITY,Fundació Suñol ziyareti
UNKNOWN,HAS_ACTIVITY,Dali Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Xavi Bou Atölye ziyareti
UNKNOWN,HAS_ACTIVITY,Jordi Bernadó Atölye ziyareti
UNKNOWN,HAS_ACTIVITY,James Turrell enstalasyonu ziyareti
Barselona,HAS_RESTAURANT,Merendero de la Mar
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_COUNTRY,Fransa
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Marsilya
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Arles
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Aix-en-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Saint-Remy-de-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Les Baux-de-Provence
MAP Provence Program 31 Mart - 3 Nisan 2023,HAS_CITY,Avignon
UNKNOWN,HAS_ACTIVITY,Château La Coste sanat ve mimari gezisi
Arles,HAS_ACTIVITY,Fondation Vincent van Gogh Arles ziyareti
UNKNOWN,HAS_ACTIVITY,Mucem Müzesi ziyareti
UNKNOWN,HAS_ACTIVITY,Atelier de Cezanne ziyareti
UNKNOWN,HAS_ACTIVITY,Palais des Papes ziyareti
UNKNOWN,HAS_ACTIVITY,Saint-Paul de Mausole ziyareti
UNKNOWN,HAS_ACTIVITY,Carrières de Lumières ziyareti
